LATITUD,LONGITUD
21.86375794,-102.25251800000001
21.89119536,-102.2951944
21.91522082,-102.28652220000001
21.92719726,-102.25603120000001
21.90957816,-102.24423440000001
21.86691342,-102.3029416
21.85552208,-102.34552729999999
21.88713259,-102.2512218
21.91611402,-102.3079283
21.86610326,-102.2982751
21.84328708,-102.32302659999999
21.88163878,-102.2865378
21.87602272,-102.281419
21.88193108,-102.33592540000001
21.87370732,-102.3337301
21.90869625,-102.2725932
21.90226118,-102.2591944
21.87137823,-102.3223721
21.86107221,-102.2410531
21.85753471,-102.2064225
21.88185192,-102.234386
21.91651989,-102.3079842
21.86610326,-102.2982751
21.91596863,-102.3038782
21.914258399999998,-102.245784
21.93742695,-102.2970828
21.860128800000002,-102.28158409999999
21.88665471,-102.2963503
21.84477635,-102.2907731
21.92471251,-102.334901
21.93705771,-102.29112629999999
21.87086066,-102.2818069
21.87957705,-102.24826750000001
21.79053114,-102.2274466
21.87977186,-102.3332723
21.85993798,-102.25541750000001
21.86774124,-102.2445294
21.93775975,-102.2665614
21.90699071,-102.2569997
21.90243562,-102.2909397
21.88212371,-102.29709179999999
21.86056375,-102.3007092
21.85433363,-102.2603439
21.86785871,-102.2779795
21.90612243,-102.3008943
21.93622482,-102.3244099
21.87081328,-102.2951002
21.79644469,-102.3488338
21.92542154,-102.26404959999999
21.86610326,-102.2982751
21.93641254,-102.2995017
21.87157435,-102.3186525
21.87715547,-102.28056240000001
21.86680585,-102.2944345
21.90739829,-102.2947317
21.85998699,-102.2798646
21.92946158,-102.2536751
21.88610255,-102.2514411
21.88060946,-102.29765350000001
21.90699071,-102.2569997
21.86497777,-102.3106195
21.87155084,-102.3245309
21.93161134,-102.2605597
21.85597922,-102.2529886
21.88147687,-102.242814
21.86774074,-102.2445287
21.87353184,-102.2785032
21.91452778,-102.29735699999999
21.91238668,-102.25201240000001
21.871606,-102.2515701
21.89291385,-102.27472579999998
21.85921138,-102.3038558
21.88977331,-102.3124907
21.86872949,-102.2856142
21.85416314,-102.2821548
21.8640923,-102.32163709999999
21.88970815,-102.316914
21.89485554,-102.2896792
21.84269982,-102.2905147
21.93438563,-102.2722267
21.86978286,-102.27245740000001
21.91499431,-102.2810071
21.92804283,-102.267145
21.93185517,-102.2829779
21.90658068,-102.2581169
21.86629578,-102.252988
21.89729065,-102.3046778
21.91567831,-102.2974708
21.87885201,-102.22535309999999
21.84390768,-102.312699
21.875862100000003,-102.3054552
21.87309615,-102.3311626
21.85998269,-102.2694103
21.89183746,-102.30074909999999
21.87452952,-102.2427502
21.91496442,-102.31901590000001
21.89528105,-102.2692875
21.8946914,-102.2675248
21.8946914,-102.2675248
21.91034665,-102.2637017
21.85921138,-102.3038558
21.91238668,-102.25201240000001
21.87585503,-102.25126800000001
21.90254237,-102.2856031
21.89898075,-102.2985715
21.89840608,-102.3006438
21.86392041,-102.2355124
21.89546968,-102.2875219
21.93489945,-102.2911287
21.87029416,-102.2542266
21.88652743,-102.2880694
21.88824457,-102.2732285
21.91603383,-102.30593209999999
21.85963982,-102.2854287
21.88771047,-102.24360390000001
21.94007077,-102.24853470000001
21.87903112,-102.3180615
21.92734872,-102.26633129999999
21.90764866,-102.25622270000001
21.92663084,-102.26512209999999
21.87361729,-102.2708269
21.86009895,-102.2791145
21.87820432,-102.274057
21.90869625,-102.2725932
21.93383387,-102.2977929
21.85516265,-102.2569632
21.92514903,-102.2980666
21.93297276,-102.32266159999999
21.91556645,-102.2999761
21.86001891,-102.27553329999999
21.88381334,-102.2566652
21.85492932,-102.2693666
21.86801795,-102.3181575
21.85893823,-102.3113582
21.86973528,-102.2701443
21.88060403,-102.299921
21.91332637,-102.2607089
21.85418712,-102.317105
21.86774012,-102.2445294
21.88233645,-102.28445190000001
21.91480912,-102.27714859999999
21.86558146,-102.3189814
21.89514077,-102.3109813
21.94153179,-102.27882170000001
21.87346214,-102.2458886
21.90626583,-102.255783
21.86115908,-102.2537968
21.88904611,-102.2941171
21.93338927,-102.2784705
21.89033777,-102.23664040000001
21.77506832,-102.35827890000002
21.87714391,-102.3011754
21.90126377,-102.2826249
21.90097643,-102.27656429999999
21.84676095,-102.30350990000001
21.86610326,-102.2982751
21.83789908,-102.25119959999999
21.86011818,-102.280583
21.86519498,-102.30568079999999
21.93498358,-102.2976307
21.85583754,-102.28244079999999
21.87582421,-102.3055982
21.87583396,-102.30555809999998
21.92170028,-102.3161304
21.91499431,-102.2810071
21.88481838,-102.28278459999999
21.89126588,-102.3191547
21.90367212,-102.2964625
21.86537506,-102.2942005
21.89849486,-102.2752015
21.90178215,-102.2883977
21.91644074,-102.3137146
21.90177411,-102.25447159999999
21.91932601,-102.26168309999998
21.91566745,-102.263695
21.91336992,-102.27503940000001
21.88803791,-102.2616555
21.87840985,-102.2813382
21.85238097,-102.2941837
21.90363822,-102.2767244
21.87986043,-102.3043333
21.91644074,-102.3137146
21.86654263,-102.2819803
21.89248911,-102.25353829999999
21.87954371,-102.3119433
21.92363989,-102.2918939
21.90281288,-102.2739186
21.81961221,-102.2733411
21.8645226,-102.3052933
21.88302183,-102.25900759999999
21.86302638,-102.2477813
21.87178376,-102.2545198
21.8585828,-102.2906321
21.86774009,-102.2445291
21.8821303,-102.28672540000001
21.87231369,-102.242809
21.93729895,-102.2673058
21.87518974,-102.3081833
21.87848663,-102.2791375
21.85076582,-102.3186295
21.8974742,-102.31260479999999
21.94153368,-102.2788249
21.93423371,-102.2653693
21.99869956,-102.2003233
21.86617128,-102.24557800000001
21.92055732,-102.26161579999999
21.87879151,-102.2960325
21.88970815,-102.316914
21.8599156,-102.2632492
21.87166269,-102.3247548
21.87735573,-102.2564891
21.88263612,-102.2822875
21.759616100000002,-102.2795469
21.85850578,-102.30645990000001
21.85850578,-102.30645990000001
21.83479282,-102.2890843
21.86497777,-102.3106195
21.85996055,-102.2666899
21.88293216,-102.290444
21.89106011,-102.3003223
21.88312742,-102.27891009999999
21.94104326,-102.2580988
21.87359174,-102.27807059999999
21.88879114,-102.25667270000001
21.85295691,-102.25995329999999
21.88609403,-102.3172846
21.93836305,-102.2748728
21.91525312,-102.28708879999999
21.81297603,-102.3427363
21.891289399999998,-102.2760168
21.92171057,-102.2916342
21.85799131,-102.3452
21.9150532,-102.282473
21.86868835,-102.246675
21.88345192,-102.2951915
21.88102806,-102.31712490000001
21.71162385,-102.4049127
21.91932567,-102.26168009999999
21.92820872,-102.33934649999999
21.90291906,-102.3076977
21.85987486,-102.2598207
21.87030351,-102.30212809999999
21.87572438,-102.2574573
21.87425432,-102.2554292
21.87631551,-102.31826629999999
21.85968983,-102.2548375
21.91544454,-102.29196759999999
21.84469475,-102.31809190000001
21.84524769,-102.30194279999999
21.91430496,-102.24805479999999
21.89261605,-102.3170218
21.858083999999998,-102.2929799
21.92729731,-102.284008
21.8487509,-102.2640725
21.87514885,-102.23564640000001
21.84752019,-102.317193
21.86610326,-102.2982751
21.90999702,-102.29113249999999
21.87449762,-102.31079820000001
21.89354117,-102.31702059999999
21.8831457,-102.285206
21.93078135,-102.2590455
21.90381709,-102.2670125
21.909446,-102.3582673
21.86723583,-102.2496146
21.86629578,-102.252988
21.90796829,-102.29230140000001
21.87821243,-102.2969662
21.88266869,-102.3677775
21.83281976,-102.2994582
21.83647071,-102.2935357
21.83218279,-102.2905706
21.87571721,-102.30601970000001
21.87714391,-102.3011754
21.93455575,-102.2586098
21.87809449,-102.23536259999999
21.86691342,-102.3029416
21.93614558,-102.1987054
21.90699071,-102.2569997
21.93887717,-102.342221
21.88986229,-102.2590238
21.79792624,-102.261852
21.84491824,-102.25664259999999
21.89171185,-102.3169819
21.87370732,-102.3337301
21.82360128,-102.2674259
21.88547437,-102.31245109999999
21.89521146,-102.25340179999999
21.89781022,-102.25341999999999
21.88609403,-102.3172846
21.92514903,-102.2980666
21.848526,-102.2939306
21.8898612,-102.2933003
21.87673419,-102.2943818
21.93608298,-102.2803728
21.91567831,-102.2974708
21.85710948,-102.2693955
21.87390194,-102.300595
21.84474234,-102.297669
21.85234368,-102.3529401
21.82239103,-102.2662092
21.87137823,-102.3223721
21.89140176,-102.2407195
21.89113631,-102.30425600000001
21.92315375,-102.2681243
21.90191917,-102.2752389
21.88678935,-102.2730099
21.87119541,-102.31962109999999
21.8630782,-102.2380179
21.94153213,-102.27882340000001
21.89446398,-102.31705040000001
21.89056117,-102.33973470000001
21.87533992,-102.3168577
21.86259569,-102.2482004
21.89290508,-102.30380790000001
21.90904391,-102.2587965
21.88246082,-102.2723005
21.87714391,-102.3011754
21.842922,-102.2691994
21.86673694,-102.3024251
21.85217729,-102.2996669
21.80338046,-102.3023599
21.89382075,-102.29694549999999
21.87193462,-102.3261653
21.87022057,-102.3106477
21.93060598,-102.283243
21.894294,-102.3102204
21.89233828,-102.2754905
21.88312742,-102.27891009999999
21.89514077,-102.3109813
21.88848189,-102.3169351
21.87907028,-102.29296590000001
21.93570722,-102.2615066
21.85418712,-102.317105
21.85051442,-102.30506590000002
21.9074113,-102.296784
21.87231369,-102.242809
21.85234368,-102.3529401
21.88803791,-102.2616555
21.85917362,-102.3129165
21.88302183,-102.25900759999999
21.86569857,-102.25257309999999
21.90734721,-102.2967905
21.85998269,-102.2694103
21.87685078,-102.29040359999999
21.90292805,-102.2495407
21.85877638,-102.2973649
21.89024031,-102.2950625
21.83589317,-102.2836717
21.85108464,-102.27084559999999
21.91494055,-102.279669
21.90549578,-102.26177
21.93351556,-102.3264071
21.91644074,-102.3137146
21.85799131,-102.3452
21.88968799,-102.2442818
21.88750755,-102.2919473
21.90072988,-102.30652090000001
21.80955218,-102.26267659999999
21.90955286,-102.3173813
21.85703035,-102.2694653
21.88713072,-102.25122320000001
21.82560593,-102.268884
21.85588334,-102.3160457
21.807723,-102.2760509
21.88389732,-102.3007819
21.88977445,-102.2844259
21.89824928,-102.2534275
21.88803791,-102.2616555
21.86220416,-102.3266473
21.81735806,-102.2619603
21.92434594,-102.31753409999999
21.89349015,-102.3212395
21.89898075,-102.2985715
21.860267999999998,-102.2546805
21.86893127,-102.2539572
21.91743375,-102.2454661
21.94303281,-102.25809699999999
21.95715888,-102.27408929999999
21.92550317,-102.291542
21.92550317,-102.291542
21.89895466,-102.29890040000001
21.90741102,-102.29678320000001
21.88609403,-102.3172846
21.91525312,-102.28708879999999
21.94153454,-102.2788238
21.87879151,-102.2960325
